Strategy: SHORTEST_QUEUE
Task taken: ID-651 A-101 S-10
Task sleeping: ID-212 A-105 S-5
Task taken: ID-13 A-105 S-4
Task sleeping: ID-838 A-105 S-3
Task taken: ID-814 A-107 S-3
Task sleeping: ID-296 A-108 S-7
Task taken: ID-618 A-108 S-9
Task taken: ID-462 A-109 S-8
Task taken: ID-43 A-106 S-5
Task sleeping: ID-690 A-106 S-11
Task taken: ID-655 A-103 S-4
Task sleeping: ID-7 A-106 S-11
Task taken: ID-136 A-103 S-5
Task sleeping: ID-832 A-104 S-8
Task taken: ID-838 A-105 S-3
Task sleeping: ID-345 A-108 S-5
Task taken: ID-190 A-97 S-8
Task sleeping: ID-623 A-97 S-7
Task taken: ID-790 A-106 S-4
Task sleeping: ID-121 A-107 S-6
Task taken: ID-652 A-109 S-8
Task taken: ID-212 A-105 S-5
Task sleeping: ID-133 A-106 S-11
Task taken: ID-260 A-109 S-7
Task sleeping: ID-887 A-109 S-10
Task taken: ID-328 A-103 S-7
Task sleeping: ID-816 A-105 S-3
Task taken: ID-772 A-105 S-9
Task sleeping: ID-889 A-107 S-9
Task taken: ID-296 A-108 S-7
Task taken: ID-345 A-108 S-5
Task taken: ID-771 A-107 S-9
Task taken: ID-347 A-105 S-11
Task sleeping: ID-363 A-109 S-7
Task sleeping: ID-705 A-107 S-10
Task taken: ID-381 A-106 S-10
Task sleeping: ID-485 A-108 S-10
Task taken: ID-121 A-107 S-6
Task sleeping: ID-642 A-108 S-3
Task taken: ID-816 A-105 S-3
Task sleeping: ID-118 A-107 S-4
Task taken: ID-623 A-97 S-7
Task sleeping: ID-957 A-100 S-7
Task taken: ID-832 A-104 S-8
Task sleeping: ID-463 A-107 S-6
Task taken: ID-690 A-106 S-11
Task sleeping: ID-605 A-108 S-3
Task taken: ID-642 A-108 S-3
Task taken: ID-7 A-106 S-11
Task sleeping: ID-164 A-106 S-11
Task taken: ID-118 A-107 S-4
Task sleeping: ID-976 A-107 S-5
Task taken: ID-887 A-109 S-10
Task taken: ID-363 A-109 S-7
Task taken: ID-889 A-107 S-9
Task taken: ID-133 A-106 S-11
Task sleeping: ID-647 A-107 S-9
Task taken: ID-605 A-108 S-3
Task taken: ID-463 A-107 S-6
Task sleeping: ID-620 A-109 S-4
Task taken: ID-957 A-100 S-7
Task sleeping: ID-239 A-102 S-3
Task taken: ID-705 A-107 S-10
Task sleeping: ID-221 A-108 S-11
Task taken: ID-485 A-108 S-10
Task taken: ID-976 A-107 S-5
Task taken: ID-239 A-102 S-3
Task sleeping: ID-720 A-104 S-9
Task taken: ID-620 A-109 S-4
Task taken: ID-164 A-106 S-11
Task sleeping: ID-498 A-108 S-8
Task taken: ID-647 A-107 S-9
Task sleeping: ID-676 A-109 S-10
Task taken: ID-221 A-108 S-11
Task sleeping: ID-858 A-109 S-9
Task taken: ID-720 A-104 S-9
Task sleeping: ID-979 A-106 S-8
Task taken: ID-498 A-108 S-8
Task taken: ID-676 A-109 S-10
Task taken: ID-979 A-106 S-8
Task sleeping: ID-183 A-107 S-6
Task taken: ID-858 A-109 S-9
Task taken: ID-183 A-107 S-6
Task sleeping: ID-853 A-108 S-8
Task taken: ID-853 A-108 S-8

...
