Strategy: SHORTEST_TIME
Task taken: ID-826 A-104 S-3
Task sleeping: ID-407 A-107 S-9
Task taken: ID-941 A-102 S-6
Task sleeping: ID-114 A-106 S-7
Task taken: ID-972 A-102 S-8
Task sleeping: ID-141 A-106 S-3
Task taken: ID-532 A-102 S-5
Task sleeping: ID-157 A-105 S-5
Task taken: ID-572 A-98 S-11
Task sleeping: ID-634 A-101 S-6
Task taken: ID-546 A-96 S-4
Task sleeping: ID-590 A-97 S-9
Task taken: ID-724 A-108 S-10
Task taken: ID-139 A-107 S-10
Task sleeping: ID-762 A-108 S-8
Task taken: ID-52 A-109 S-4
Task taken: ID-141 A-106 S-3
Task sleeping: ID-659 A-107 S-11
Task taken: ID-188 A-99 S-9
Task sleeping: ID-994 A-101 S-9
Task taken: ID-983 A-103 S-9
Task sleeping: ID-167 A-108 S-4
Task taken: ID-157 A-105 S-5
Task sleeping: ID-776 A-105 S-11
Task taken: ID-22 A-101 S-11
Task sleeping: ID-745 A-101 S-4
Task taken: ID-406 A-97 S-8
Task sleeping: ID-545 A-99 S-6
Task taken: ID-259 A-105 S-11
Task taken: ID-114 A-106 S-7
Task sleeping: ID-643 A-107 S-6
Task taken: ID-3 A-106 S-8
Task sleeping: ID-841 A-106 S-9
Task taken: ID-634 A-101 S-6
Task sleeping: ID-233 A-104 S-5
Task taken: ID-407 A-107 S-9
Task sleeping: ID-632 A-109 S-3
Task taken: ID-167 A-108 S-4
Task sleeping: ID-434 A-109 S-6
Task taken: ID-745 A-101 S-4
Task sleeping: ID-717 A-104 S-8
Task taken: ID-762 A-108 S-8
Task taken: ID-632 A-109 S-3
Task taken: ID-590 A-97 S-9
Task sleeping: ID-804 A-99 S-4
Task taken: ID-545 A-99 S-6
Task sleeping: ID-219 A-102 S-11
Task taken: ID-643 A-107 S-6
Task taken: ID-233 A-104 S-5
Task sleeping: ID-594 A-104 S-8
Task taken: ID-994 A-101 S-9
Task sleeping: ID-73 A-102 S-3
Task taken: ID-659 A-107 S-11
Task taken: ID-434 A-109 S-6
Task taken: ID-804 A-99 S-4
Task sleeping: ID-386 A-102 S-3
Task taken: ID-841 A-106 S-9
Task taken: ID-73 A-102 S-3
Task sleeping: ID-895 A-104 S-11
Task taken: ID-776 A-105 S-11
Task taken: ID-717 A-104 S-8
Task sleeping: ID-179 A-108 S-4
Task taken: ID-386 A-102 S-3
Task sleeping: ID-95 A-105 S-5
Task taken: ID-594 A-104 S-8
Task sleeping: ID-222 A-107 S-3
Task taken: ID-179 A-108 S-4
Task sleeping: ID-544 A-109 S-8
Task taken: ID-219 A-102 S-11
Task sleeping: ID-173 A-103 S-4
Task taken: ID-95 A-105 S-5
Task sleeping: ID-353 A-105 S-3
Task taken: ID-222 A-107 S-3
Task sleeping: ID-495 A-109 S-3
Task taken: ID-353 A-105 S-3
Task taken: ID-495 A-109 S-3
Task taken: ID-895 A-104 S-11
Task sleeping: ID-646 A-109 S-5
Task taken: ID-173 A-103 S-4
Task sleeping: ID-914 A-104 S-3
Task taken: ID-544 A-109 S-8
Task taken: ID-914 A-104 S-3
Task sleeping: ID-754 A-109 S-10
Task taken: ID-646 A-109 S-5
Task taken: ID-754 A-109 S-10
